lon,lat,rainfall
3.5,46.9,50.4
3.1,48.8,36.3
4.3,45.6,45.5
4.7,49.9,52.7
2.2,46.1,42.1
4.9,47.9,47.1
5.4,49.0,41.8
6.5,47.7,18.6
4.7,48.5,53.0
2.5,45.4,70.7
4.9,45.7,37.0
6.3,46.8,47.0
5.4,46.1,41.2
6.2,49.9,74.2
2.7,47.2,48.2
4.5,45.8,49.6
4.7,45.5,68.2
6.2,49.8,67.7
3.6,45.7,32.5
5.6,46.4,51.8
5.0,48.6,42.4
3.5,49.4,44.5
4.9,46.1,51.0
6.1,49.0,55.8
4.4,49.5,45.8
2.1,48.5,36.1
3.1,47.7,65.6
4.1,47.9,61.6
5.4,46.5,50.6
6.6,49.2,56.6
3.8,49.2,44.6
3.2,47.1,50.8
2.5,48.6,12.5
5.7,50.0,70.2
5.5,48.3,64.7
5.2,46.9,68.5
6.0,46.9,39.9
4.2,48.6,60.4
2.6,45.5,52.5
3.7,48.8,72.3
2.9,47.5,40.7
6.7,47.6,51.1
6.5,45.8,72.4
5.1,46.3,35.5
6.7,46.2,47.0
6.8,49.1,19.6
6.5,48.4,25.8
3.5,45.3,35.3
2.2,47.4,40.8
4.6,47.1,51.0
5.2,45.8,54.1
4.3,49.5,50.6
6.9,47.0,23.0
5.5,48.1,47.2
5.0,47.1,52.0
5.9,45.0,56.2
4.7,49.4,51.7
6.4,47.5,44.8
4.3,47.8,67.2
2.5,49.3,54.8
3.0,49.2,65.8
4.2,45.9,62.2
4.2,48.6,44.9
6.6,45.8,74.7
4.2,49.3,46.0
2.4,49.2,61.0
4.4,46.8,57.4
5.6,48.8,52.3
3.1,46.4,57.1
6.4,49.2,38.5
2.0,48.2,41.2
5.5,45.2,47.3
3.2,46.9,78.1
5.6,49.5,98.0
5.0,47.4,36.6
6.5,48.1,47.9
2.4,48.6,27.5
4.4,47.8,20.2
5.0,47.0,68.8
6.3,49.3,32.2
2.1,49.3,55.8
6.0,47.4,25.6
4.4,47.0,46.8
6.5,46.1,49.3
2.5,48.4,67.1
3.1,49.8,26.7
4.5,46.3,27.3
5.4,47.5,45.1
2.6,47.0,49.5
5.0,48.3,44.3
4.2,45.9,53.2
3.7,47.8,108.7
5.6,49.5,37.9
4.8,45.4,32.9
2.5,46.6,47.8
3.9,45.4,67.5
2.2,47.7,92.8
3.9,49.4,41.2
6.6,47.8,63.2
5.1,49.2,27.9
5.6,45.8,48.1
3.5,45.2,26.0
5.4,49.0,70.2
6.8,45.9,60.6
5.7,49.0,66.9
6.3,48.6,18.8
2.7,49.9,68.7
4.5,45.3,62.7
3.0,47.7,60.5
4.9,48.6,40.9
5.1,46.0,33.9
2.3,47.5,68.9
6.9,45.7,37.7
5.8,46.0,66.3
5.3,45.3,56.2
3.6,45.6,42.0
3.8,46.8,47.5
2.3,46.2,80.3
2.6,47.8,34.9
3.9,46.6,61.6
5.9,46.4,37.1
5.7,46.8,49.0
3.0,46.1,44.9
3.4,45.5,34.0
2.3,49.0,37.3
5.6,45.2,57.5
6.6,48.3,51.5
4.2,49.1,35.7
3.3,47.5,44.3
3.2,47.6,43.7
5.9,46.5,51.6
5.3,45.5,38.9
6.9,45.4,64.8
6.8,45.5,55.6
2.4,46.2,75.6
2.9,46.8,64.3
2.7,47.2,64.1
4.5,45.8,61.0
4.0,47.5,54.8
5.9,46.1,58.0
3.0,48.7,52.4
2.5,46.4,35.2
5.2,45.7,48.0
2.9,49.1,50.1
6.0,48.7,58.6
3.3,46.1,62.8
3.9,49.0,69.3
3.7,46.3,54.2
6.7,48.1,62.1
3.3,48.7,43.3
4.1,49.4,52.6
4.0,45.0,40.1
6.3,49.9,36.0
6.1,45.8,103.3
6.3,48.6,55.3
5.1,49.1,50.4
3.3,47.2,56.4
3.0,47.7,59.8
2.6,46.2,76.5
4.9,46.7,60.4
3.9,45.3,58.3
2.3,45.7,48.0
5.6,48.0,79.6
4.3,45.9,32.1
2.3,48.3,92.3
4.2,46.3,57.5
6.7,47.3,30.6
2.9,45.9,38.4
5.2,47.5,58.9
4.1,45.5,62.3
3.6,45.8,50.8
2.8,48.4,47.6
3.9,47.7,77.4
2.1,49.3,44.3
3.9,49.7,66.8
4.8,45.8,33.8
3.7,46.8,68.0
2.8,48.8,56.2
4.2,45.5,57.0
3.8,47.2,94.5
6.9,45.8,37.2
4.8,47.8,49.0
4.3,48.4,47.1
6.8,50.0,61.1
5.9,48.7,53.1
3.8,47.8,46.2
4.3,45.6,29.7
4.6,45.6,54.8
3.0,46.4,57.3
2.7,45.0,25.4
2.8,47.8,61.6
3.8,48.2,68.3
2.5,47.1,56.3
3.0,47.7,52.3
2.5,47.1,49.7
2.1,45.4,36.5
4.0,49.4,46.7
4.2,48.8,56.6
5.7,47.0,4.4
4.8,48.1,35.7
6.3,46.1,70.7
5.4,47.7,60.9
6.1,49.4,43.2
4.8,45.0,42.5
4.6,46.8,47.1
6.8,45.3,70.4
4.1,45.8,44.1
4.6,45.6,38.5
5.5,48.2,63.3
4.4,46.4,44.7
4.1,45.6,38.6
5.3,46.0,39.0
2.2,47.8,69.6
6.3,47.2,25.1
6.9,46.8,42.4
5.1,49.1,68.0
4.3,45.5,34.6
4.3,45.8,56.3
4.8,48.7,44.1
5.6,49.7,50.6
3.5,49.3,29.3
3.6,48.6,34.1
2.7,45.6,50.4
5.6,50.0,75.3
3.9,47.6,16.2
6.2,49.8,90.5
4.4,46.2,48.3
2.6,45.9,52.1
7.0,49.2,58.5
6.1,46.7,49.1
3.3,46.9,36.8
2.4,45.7,38.3
2.2,49.2,35.8
5.9,47.9,34.6
2.5,46.5,48.6
3.3,47.9,72.5
2.5,46.5,68.4
6.8,48.8,60.2
3.7,45.7,38.8
3.2,46.8,61.2
5.6,49.7,59.8
5.2,48.9,39.5
3.7,49.4,39.0
4.8,46.6,53.8
5.1,48.2,50.1
4.1,45.3,19.2
6.0,48.2,40.2
5.7,46.1,94.9
6.3,45.9,56.7
2.5,46.7,52.7
4.9,48.2,44.0
5.6,45.4,68.6
2.1,47.0,33.0
5.0,46.3,28.1
3.8,48.5,64.5
6.4,49.4,58.1
6.1,46.9,42.3
3.3,47.1,46.2
6.0,49.5,77.0
2.7,45.2,56.6
5.9,48.6,50.0
5.4,49.8,72.4
6.1,47.5,70.0
4.6,45.4,78.0
5.9,47.2,25.4
5.7,47.7,45.2
2.3,46.0,51.2
4.6,47.9,56.3
4.8,45.7,47.6
6.5,46.1,72.6
4.8,49.6,38.0
6.5,45.1,65.8
3.2,48.9,65.4
4.2,47.9,59.5
4.6,45.7,29.7
3.7,50.0,35.5
3.7,46.4,94.7
2.8,46.0,79.2
2.9,46.2,28.5
6.3,47.4,37.3
5.7,48.4,44.1
4.2,46.9,78.4
5.9,47.9,42.2
2.7,48.8,56.0
3.0,46.7,44.4
4.9,49.5,54.7
2.5,49.8,52.6
5.3,49.1,69.4
3.6,46.1,47.6
6.5,47.4,49.7
5.1,46.3,27.6
4.2,49.0,35.6
4.7,45.9,53.8
3.1,46.4,70.7
2.2,46.4,60.8
2.3,49.7,51.8
4.0,49.3,63.7
6.2,47.3,48.2
5.5,49.8,61.2
5.2,46.6,89.8
6.8,48.3,37.7
6.5,45.6,83.1
4.1,45.6,26.2
5.7,46.4,20.2
4.5,49.5,47.5
5.5,47.5,40.5
4.2,46.2,86.1
4.9,46.8,57.6
2.8,45.6,28.4
5.7,47.1,29.7
2.2,47.0,67.7
2.3,48.4,77.7
4.8,49.0,63.2
5.2,48.5,36.4
3.5,45.7,68.3
6.5,46.6,27.7
4.5,46.6,29.0
2.6,50.0,49.0
6.5,49.0,47.7
4.9,46.3,49.0
5.4,45.6,31.3
3.8,47.1,38.0
6.3,46.0,64.8
5.1,48.5,43.5
5.1,50.0,23.3
3.7,45.7,60.5
6.6,45.0,78.1
6.8,49.3,67.7
5.3,49.4,87.1
2.1,48.8,79.0
6.0,48.5,55.2
4.5,46.6,60.0
6.9,45.8,41.6
3.3,47.2,63.6
2.4,45.9,47.1
6.2,47.7,20.7
4.5,46.8,29.9
3.8,47.9,68.6
4.2,49.9,29.9
6.7,46.1,44.9
2.2,48.1,17.5
