chromosome	scaffold	position	Fst	piPop1	piPop2	piPop1_egg	piPop2_egg	TajDPop1	TajDPop2	thetaWPop1	thetaWPop2	SPop1	SPop2	Dxy	Dxy_egg	SampleNrPop1	SampleNrPop2	genome_pos	comp
CHR1	CHR1	4074094	0.0188	0.0126	0.0113	515.1139	465.3287	0.4729	1.0705	461.6869	369.9545	1704	1331	0.0124	0.0052	12	12	4074094	Belgium
CHR1	CHR1	4100399	0.0263	0.0124	0.0114	513.1752	481.3032	0.5761	0.9763	449.7654	389.6891	1660	1402	0.0125	0.0058	12	12	4100399	Belgium
CHR1	CHR1	4125004	0.0175	0.011	0.0102	535.6353	517.8112	0.3137	0.7438	497.4513	439.1646	1836	1580	0.0109	0.0048	12	12	4125004	Belgium
CHR1	CHR1	4149998	0.0	0.009	0.0075	445.0319	402.4967	0.3815	0.8752	406.7706	331.9289	1519	1210	0.0083	0.004	12	12	4149998	Belgium
CHR1	CHR1	4175002	0.0131	0.0078	0.0066	384.0316	384.3191	0.2304	1.0143	363.3889	308.3373	1357	1124	0.0074	0.0033	12	12	4175002	Belgium
CHR1	CHR1	4199718	0.0136	0.0106	0.0099	497.8375	512.9785	0.2866	0.7135	465.2091	437.7749	1717	1575	0.0106	0.0047	12	12	4199718	Belgium
CHR1	CHR1	4225013	0.0105	0.0139	0.0131	626.2295	620.1256	0.2048	0.4916	596.3455	554.5148	2201	1995	0.0138	0.0058	12	12	4225013	Belgium
CHR1	CHR1	4249998	0.0155	0.0146	0.0134	692.9738	688.8098	-0.0511	0.3831	701.7424	630.6738	2590	2269	0.0144	0.0052	12	12	4249998	Belgium
CHR1	CHR1	4274999	0.0123	0.0133	0.0113	665.049	631.2014	0.1228	0.3084	645.6572	587.5912	2383	2114	0.0126	0.0049	12	12	4274999	Belgium
CHR1	CHR1	4299997	0.0157	0.0092	0.0074	467.3965	424.1048	0.314	0.4165	433.8172	385.1473	1620	1404	0.0086	0.0035	12	12	4299997	Belgium
CHR1	CHR1	4325000	0.018	0.0067	0.0049	333.7355	285.1027	0.5642	0.8403	292.9605	236.7394	1094	863	0.006	0.0026	12	12	4325000	Belgium
CHR1	CHR1	4349965	0.0119	0.0089	0.0065	420.1866	358.3072	0.6862	0.6041	359.3721	312.4521	1342	1139	0.0079	0.0027	12	12	4349965	Belgium
CHR1	CHR1	4375034	0.0213	0.0102	0.0075	480.5061	411.5584	0.562	0.3948	422.0345	375.546	1576	1369	0.0092	0.0034	12	12	4375034	Belgium
CHR1	CHR1	4400005	0.0181	0.0094	0.0071	469.1901	401.7283	0.3635	0.5279	430.6038	356.0692	1608	1298	0.0086	0.0031	12	12	4400005	Belgium
CHR1	CHR1	4425008	0.0222	0.0127	0.0099	608.6407	534.2731	0.2933	0.2356	567.8965	505.5952	2096	1819	0.0118	0.0043	12	12	4425008	Belgium
CHR1	CHR1	4449997	0.0282	0.0166	0.0121	798.1905	687.7274	0.5691	0.2878	700.6586	643.1816	2586	2314	0.0151	0.0054	12	12	4449997	Belgium
CHR1	CHR1	4475007	0.0175	0.0171	0.0125	835.2012	728.1233	0.6282	0.4552	723.9597	656.2454	2672	2361	0.0153	0.0047	12	12	4475007	Belgium
CHR1	CHR1	4499975	0.0058	0.0152	0.0123	690.6057	619.0061	0.4701	0.3044	619.3757	576.751	2286	2075	0.0139	0.005	12	12	4499975	Belgium
CHR1	CHR1	4525218	0.0088	0.0154	0.013	703.9901	647.2931	0.1337	0.2909	681.6926	604.6044	2516	2204	0.0144	0.0058	12	12	4525218	Belgium
CHR1	CHR1	4550002	0.0168	0.0154	0.0132	739.6867	700.2792	0.1108	0.3417	720.1665	647.0729	2658	2328	0.0148	0.0057	12	12	4550002	Belgium
CHR1	CHR1	4575000	0.0196	0.0111	0.0099	538.4766	517.8718	0.2175	0.3774	511.2694	474.7425	1887	1708	0.0109	0.0045	12	12	4575000	Belgium
CHR1	CHR1	4600005	0.014	0.0097	0.0083	475.2282	427.7426	0.221	0.3926	450.8491	390.8009	1664	1406	0.0092	0.0039	12	12	4600005	Belgium
CHR1	CHR1	4625002	0.022	0.0131	0.0101	642.4306	538.2383	0.2162	0.1965	610.1636	513.9338	2252	1849	0.0121	0.0057	12	12	4625002	Belgium
CHR1	CHR1	4649997	0.0133	0.0146	0.0116	725.9016	637.1533	0.1083	0.1842	707.1612	610.1053	2610	2195	0.0135	0.006	12	12	4649997	Belgium
CHR1	CHR1	4675001	0	0.0146	0.0126	706.3584	661.5271	0.0063	0.2736	705.2646	620.6675	2603	2233	0.0136	0.0058	12	12	4675001	Belgium
CHR1	CHR1	4700001	0.0005	0.0162	0.0134	771.5036	688.5292	0.1128	0.3104	750.783	640.68	2771	2305	0.0148	0.0069	12	12	4700001	Belgium
CHR1	CHR1	4724999	0.0064	0.016	0.0133	766.3996	683.637	0.1477	0.389	739.6744	625.1147	2730	2249	0.0148	0.0069	12	12	4724999	Belgium
CHR1	CHR1	4749996	0.0106	0.0144	0.0123	681.0522	612.23	0.0605	0.1437	671.1258	591.7604	2477	2129	0.0136	0.0067	12	12	4749996	Belgium
CHR1	CHR1	4774999	0.0044	0.0144	0.0123	662.8937	578.2604	0.0061	0.1201	661.9137	562.0195	2443	2022	0.0135	0.0062	12	12	4774999	Belgium
CHR1	CHR1	4800001	0.0009	0.0145	0.0122	690.5149	604.6178	0.0628	0.1571	680.0669	582.588	2510	2096	0.0134	0.0057	12	12	4800001	Belgium
CHR1	CHR1	4824996	0.0003	0.0154	0.013	754.5304	671.2654	0.3229	0.3167	699.3039	623.725	2581	2244	0.0142	0.0061	12	12	4824996	Belgium
CHR1	CHR1	4850001	0.0039	0.0155	0.0131	747.6466	659.4195	0.4442	0.3647	674.3771	606.214	2489	2181	0.0144	0.0063	12	12	4850001	Belgium
CHR1	CHR1	4875005	0.0115	0.0164	0.0144	789.2147	715.8244	0.3836	0.2833	721.5212	670.143	2663	2411	0.0158	0.0071	12	12	4875005	Belgium
CHR1	CHR1	4900000	0.0096	0.0172	0.0159	773.1535	744.0296	0.3257	0.3262	716.1023	689.8776	2643	2482	0.0169	0.0076	12	12	4900000	Belgium
CHR1	CHR1	4925005	0.0019	0.0149	0.0136	666.3234	632.6656	0.4042	0.2275	606.3704	599.8211	2238	2158	0.0143	0.0069	12	12	4925005	Belgium
CHR1	CHR1	4949997	0.0101	0.014	0.0127	676.1636	651.5161	0.5116	0.4196	600.9516	591.7604	2218	2129	0.0136	0.0065	12	12	4949997	Belgium
CHR1	CHR1	4975001	0.0164	0.0113	0.0095	562.7046	525.9407	0.4424	0.5697	507.7472	462.5126	1874	1664	0.0108	0.0047	12	12	4975001	Belgium
CHR1	CHR1	5000000	0.0327	0.0099	0.0083	480.6644	464.0996	0.2992	0.751	447.8688	393.0245	1653	1414	0.0097	0.0039	12	12	5000000	Belgium
CHR1	CHR1	5024999	0.0358	0.0117	0.0106	563.2286	570.0427	0.2789	0.7003	527.2551	487.8063	1946	1755	0.012	0.0053	12	12	5024999	Belgium
CHR1	CHR1	5049995	0.0453	0.0124	0.011	627.0281	603.6395	0.5655	0.5628	550.8271	531.0863	2033	1936	0.0128	0.0061	12	12	5049995	Belgium
CHR1	CHR1	5074996	0.0554	0.0098	0.0088	469.2708	457.7365	0.6956	0.4906	400.9956	409.0132	1480	1491	0.0104	0.0045	12	12	5074996	Belgium
CHR1	CHR1	5100008	0.0268	0.0118	0.01	532.374	499.7131	0.6091	0.6601	463.3125	430.6846	1710	1570	0.0115	0.0044	12	12	5100008	Belgium
CHR1	CHR1	5124999	0.0262	0.015	0.012	703.3117	622.3951	0.5764	0.839	616.3953	517.8251	2275	1863	0.0142	0.0058	12	12	5124999	Belgium
CHR1	CHR1	5149996	0.0183	0.014	0.0099	637.1899	510.2768	0.5564	0.6332	560.852	442.778	2070	1593	0.0124	0.0047	12	12	5149996	Belgium
CHR1	CHR1	5175003	0.0124	0.014	0.01	619.4132	504.4026	0.2508	0.4906	583.6112	451.1166	2154	1623	0.0123	0.0044	12	12	5175003	Belgium
CHR1	CHR1	5199999	0.0063	0.0137	0.0102	624.6491	512.4703	-0.2396	0.4765	663.5394	459.7331	2449	1654	0.0121	0.0054	12	12	5199999	Belgium
CHR1	CHR1	5225005	0.0079	0.0138	0.0108	662.7654	548.325	0.1928	0.3338	632.9228	507.5409	2336	1826	0.0125	0.0063	12	12	5225005	Belgium
CHR1	CHR1	5249998	0.0144	0.0135	0.011	659.6386	571.071	0.4236	0.5329	597.7002	506.1511	2206	1821	0.0126	0.0064	12	12	5249998	Belgium
CHR1	CHR1	5275002	0.0299	0.0137	0.0112	651.3452	588.7083	0.2091	0.5687	619.6466	517.8251	2287	1863	0.0132	0.0051	12	12	5275002	Belgium
CHR1	CHR1	5300001	0.0266	0.013	0.0106	598.1638	541.8406	0.4268	0.5623	541.615	477.2441	1999	1717	0.0125	0.0038	12	12	5300001	Belgium
CHR1	CHR1	5325006	0.0021	0.015	0.0118	699.177	572.2841	0.3946	0.8186	638.0716	478.078	2326	1720	0.0135	0.005	12	12	5325006	Belgium
CHR1	CHR1	5349995	0.0117	0.0153	0.0128	721.2795	626.5125	0.2634	0.5942	677.6284	548.1219	2501	1972	0.0144	0.0058	12	12	5349995	Belgium
CHR1	CHR1	5375005	0.0102	0.0129	0.0109	605.1341	547.9581	0.1685	0.3855	581.1727	501.4259	2145	1804	0.0122	0.0054	12	12	5375005	Belgium
CHR1	CHR1	5400002	0.0087	0.0117	0.0098	566.3644	500.5227	0.2519	0.4464	533.4868	451.9504	1969	1626	0.0109	0.0042	12	12	5400002	Belgium
CHR1	CHR1	5424997	0.0116	0.0118	0.0106	564.0162	515.5188	0.3767	0.2186	516.4174	489.7519	1906	1762	0.0115	0.0043	12	12	5424997	Belgium
CHR1	CHR1	5450008	0.0095	0.0126	0.0106	569.8557	503.2784	0.3703	0.4455	522.8566	454.9376	1906	1614	0.0118	0.0048	12	12	5450008	Belgium
CHR1	CHR1	5474971	0.0077	0.0104	0.0082	407.8296	340.6976	0.6314	0.9573	353.6003	276.8405	1289	996	0.0094	0.0039	12	12	5474971	Belgium
CHR1	CHR1	5500019	0.0034	0.0105	0.0086	441.314	376.9661	1.1872	0.5799	341.9301	330.7632	1262	1190	0.0096	0.0037	12	12	5500019	Belgium
CHR1	CHR1	5524996	0.0162	0.0144	0.0112	711.9081	593.9902	0.6128	0.4102	619.1047	540.6172	2285	1945	0.0132	0.0052	12	12	5524996	Belgium
CHR1	CHR1	5549997	0.0225	0.0152	0.0123	717.1729	607.4374	0.2858	0.1938	670.313	580.3644	2474	2088	0.0143	0.006	12	12	5549997	Belgium
CHR1	CHR1	5575000	0.0263	0.0122	0.0111	547.9009	532.7054	0.4145	0.2494	497.4513	502.5378	1836	1808	0.0123	0.0052	12	12	5575000	Belgium
CHR1	CHR1	5600002	0.0168	0.013	0.0114	606.7986	587.2887	0.4782	0.2588	543.2407	552.8471	2005	1989	0.0126	0.0054	12	12	5600002	Belgium
CHR1	CHR1	5624971	0.007	0.0145	0.012	693.7126	600.0034	0.385	0.2984	634.0066	559.7959	2340	2014	0.0134	0.0064	12	12	5624971	Belgium
CHR1	CHR1	5650011	0.0201	0.0158	0.0131	738.9859	633.9528	0.3261	0.7173	684.402	540.6172	2526	1945	0.015	0.0068	12	12	5650011	Belgium
CHR1	CHR1	5675001	0.0214	0.0164	0.0146	725.2228	664.0784	0.4057	0.5747	659.7462	584.0338	2435	2072	0.0161	0.0062	12	12	5675001	Belgium
CHR1	CHR1	5698415	0.0103	0.0156	0.0147	603.8845	577.5476	0.5183	0.4324	535.9252	523.1062	1978	1882	0.0155	0.0066	12	12	5698415	Belgium
CHR1	CHR1	5725692	0.0042	0.0171	0.015	680.4123	610.3743	0.4385	0.5289	614.4987	541.4511	2268	1948	0.0162	0.007	12	12	5725692	Belgium
CHR1	CHR1	5749995	0.0072	0.0174	0.0147	785.5427	693.5763	0.4794	0.5471	703.0971	612.8848	2595	2205	0.0163	0.0068	12	12	5749995	Belgium
CHR1	CHR1	5775002	0.0107	0.0163	0.0136	733.5478	650.6648	0.5179	0.5123	651.076	579.2526	2403	2084	0.0153	0.0066	12	12	5775002	Belgium
CHR1	CHR1	5799993	0.0114	0.0129	0.0104	606.8934	524.2592	0.445	0.2158	547.3049	498.3685	2020	1793	0.0119	0.0046	12	12	5799993	Belgium
CHR1	CHR1	5824989	0.0178	0.0078	0.0066	396.157	362.4926	0.4217	0.1904	358.8365	346.468	1340	1263	0.0075	0.0036	12	12	5824989	Belgium
CHR1	CHR1	5850007	0.0283	0.0064	0.0064	326.0688	359.6613	-0.2627	0.1199	348.6605	349.4855	1302	1274	0.0068	0.0033	12	12	5850007	Belgium
CHR1	CHR1	5875005	0.0194	0.0119	0.0109	578.1331	554.0001	-0.2487	0.066	615.5825	545.3424	2272	1962	0.0119	0.0045	12	12	5875005	Belgium
CHR1	CHR1	5899998	0.0107	0.0161	0.0142	683.5062	600.5116	0.0143	0.1859	681.1401	575.014	2483	2040	0.0154	0.0077	12	12	5899998	Belgium
CHR1	CHR1	5925002	0.0059	0.0152	0.0138	642.6079	595.5649	0.0098	0.1182	641.0892	579.2421	2337	2055	0.0147	0.0075	12	12	5925002	Belgium
CHR1	CHR1	5949996	0	0.0148	0.0136	701.3159	668.2608	0.2345	0.1902	663.2685	639.0123	2448	2299	0.0141	0.0065	12	12	5949996	Belgium
CHR1	CHR1	5974999	0	0.0127	0.0118	639.623	615.5507	0.4216	0.1711	579.818	591.2045	2140	2127	0.012	0.0051	12	12	5974999	Belgium
CHR1	CHR1	6000007	0	0.0131	0.0106	621.4519	545.9989	0.2853	-0.0224	580.9018	548.9558	2144	1975	0.0118	0.0052	12	12	6000007	Belgium
CHR1	CHR1	6023974	0.0011	0.0148	0.0112	565.9875	488.4344	0.0716	0.0606	556.246	481.4134	2053	1732	0.0131	0.0055	12	12	6023974	Belgium
CHR1	CHR1	6052368	0.0026	0.015	0.0135	580.9545	557.3534	0.0603	0.2071	572.5026	530.8889	2113	1910	0.0143	0.006	12	12	6052368	Belgium
CHR1	CHR1	6074998	0.0048	0.0145	0.0137	651.6873	623.4711	0.1484	0.0017	628.8587	623.2137	2321	2211	0.0143	0.0067	12	12	6074998	Belgium
CHR1	CHR1	6100000	0.0165	0.0145	0.0133	681.671	639.3051	0.071	0.0182	670.042	636.5108	2473	2290	0.0143	0.0069	12	12	6100000	Belgium
CHR1	CHR1	6125005	0.0223	0.0158	0.0139	784.7274	723.6092	0.2081	0.0803	746.7189	709.8902	2756	2554	0.0155	0.0076	12	12	6125005	Belgium
CHR1	CHR1	6150001	0.0053	0.0166	0.0146	832.9352	768.6087	0.2909	0.0231	777.6064	764.3688	2870	2750	0.0158	0.0072	12	12	6150001	Belgium
CHR1	CHR1	6175004	0	0.0175	0.0162	869.2299	836.9294	0.0466	0.1223	859.4312	813.0105	3172	2925	0.0168	0.0088	12	12	6175004	Belgium
CHR1	CHR1	6199998	0.0095	0.0164	0.0162	816.4044	815.1619	0.0947	0.2875	797.9271	762.4231	2945	2743	0.0166	0.0093	12	12	6199998	Belgium
CHR1	CHR1	6225002	0.0187	0.0154	0.0143	762.9438	713.1538	0.5518	0.3243	672.2096	661.5265	2481	2380	0.0154	0.0069	12	12	6225002	Belgium
CHR1	CHR1	6249704	0.0102	0.0144	0.0107	616.5648	480.3419	0.1138	0.21	599.8678	457.2315	2214	1645	0.0128	0.0051	12	12	6249704	Belgium
CHR1	CHR1	6275073	0	0.0106	0.0074	465.8272	353.8601	-0.2577	0.1146	497.1804	344.2734	1835	1255	0.009	0.0033	12	12	6275073	Belgium
CHR1	CHR1	6300009	0	0.0121	0.0089	596.2608	497.4638	0.0789	0.0943	584.9659	486.4165	2159	1750	0.0104	0.0037	12	12	6300009	Belgium
CHR1	CHR1	6325000	0	0.0152	0.0115	736.0832	607.8015	0.1951	0.1552	702.5552	585.9234	2593	2108	0.0133	0.0056	12	12	6325000	Belgium
CHR1	CHR1	6350002	0.0225	0.0144	0.0125	706.8637	657.9936	0.3819	0.3925	646.47	601.2108	2386	2163	0.014	0.0058	12	12	6350002	Belgium
CHR1	CHR1	6375005	0.0112	0.016	0.0138	769.7142	734.3894	0.2309	0.2806	728.5657	687.9319	2689	2475	0.0152	0.0054	12	12	6375005	Belgium
CHR1	CHR1	6400000	0	0.0183	0.0148	888.5627	782.1779	0.1466	0.1327	857.8055	757.9759	3166	2727	0.0164	0.0059	12	12	6400000	Belgium
CHR1	CHR1	6424998	0	0.0178	0.0144	871.3682	759.729	-0.0315	0.2148	878.1263	722.398	3241	2599	0.0161	0.0069	12	12	6424998	Belgium
CHR1	CHR1	6450002	0	0.0146	0.0111	688.5239	574.6478	-0.3049	-0.0171	744.0095	577.029	2746	2076	0.0127	0.0053	12	12	6450002	Belgium
CHR1	CHR1	6474997	0.0076	0.013	0.0092	568.3553	441.9347	-0.1865	-0.1991	595.5327	464.1803	2198	1670	0.0112	0.0046	12	12	6474997	Belgium
CHR1	CHR1	6499999	0.0299	0.0156	0.0116	657.7009	547.5246	0.0211	0.088	654.3273	536.17	2415	1929	0.0144	0.0055	12	12	6499999	Belgium
CHR1	CHR1	6525005	0.0201	0.0177	0.0136	780.2022	683.8821	0.0338	-0.1047	773.8132	701.5516	2856	2524	0.0163	0.0057	12	12	6525005	Belgium
CHR1	CHR1	6549999	0.0049	0.0177	0.0134	843.75	713.3109	-0.0012	-0.1037	843.9874	731.5704	3115	2632	0.0157	0.0062	12	12	6549999	Belgium
CHR1	CHR1	6574999	0	0.0153	0.0111	744.7361	605.5287	-0.1189	0.1007	767.0396	591.2045	2831	2127	0.0132	0.0047	12	12	6574999	Belgium
CHR1	CHR1	6599994	0	0.0107	0.008	532.6996	432.7453	-0.2331	-0.0659	564.9161	439.7205	2085	1582	0.0093	0.0034	12	12	6599994	Belgium
CHR1	CHR1	6624996	0	0.0084	0.0065	432.9035	369.6473	-0.026	0.1439	435.6917	357.1665	1627	1302	0.0074	0.0028	12	12	6624996	Belgium
CHR1	CHR1	6650001	0	0.0073	0.0059	375.948	342.8534	0.1839	0.4526	359.6398	308.8859	1343	1126	0.0065	0.0022	12	12	6650001	Belgium
CHR1	CHR1	6675008	0	0.0104	0.0081	515.206	448.9744	0.0054	0.175	514.5207	430.8261	1899	1550	0.0091	0.0029	12	12	6675008	Belgium
CHR1	CHR1	6699992	0.0014	0.0158	0.0123	730.3791	609.0837	0.205	0.3884	695.5107	557.0164	2567	2004	0.0141	0.0066	12	12	6699992	Belgium
CHR1	CHR1	6725022	0.0062	0.0177	0.0135	841.1356	694.2138	0.1722	0.2017	807.1392	662.0824	2979	2382	0.0158	0.0075	12	12	6725022	Belgium
CHR1	CHR1	6749997	0.0193	0.0182	0.0147	863.2833	749.7762	0.1137	-0.0085	839.9233	751.3051	3100	2703	0.0171	0.0077	12	12	6749997	Belgium
CHR1	CHR1	6775003	0.025	0.0163	0.0145	759.0639	715.2068	0.2079	0.0323	722.334	709.7477	2666	2518	0.0162	0.0069	12	12	6775003	Belgium
CHR1	CHR1	6799999	0.0085	0.0174	0.0145	837.7369	758.5498	0.0988	0.1681	817.9769	729.0689	3019	2623	0.0162	0.0063	12	12	6799999	Belgium
CHR1	CHR1	6824925	0.0022	0.0169	0.0139	801.3301	703.9495	0.0371	0.2983	794.1339	656.8013	2931	2363	0.0154	0.0063	12	12	6824925	Belgium
CHR1	CHR1	6850059	0.0013	0.0131	0.0111	550.2466	500.4162	0.0923	0.3567	538.0928	460.8449	1986	1658	0.0121	0.0045	12	12	6850059	Belgium
CHR1	CHR1	6874718	0.0022	0.0109	0.0091	242.5114	215.5403	0.2416	0.3887	229.0584	197.0682	835	709	0.01	0.0033	12	12	6874718	Belgium
CHR1	CHR1	6900456	0.0075	0.0062	0.0043	176.1278	133.4293	0.3327	0.7908	162.8367	112.0148	601	403	0.0053	0.0017	12	12	6900456	Belgium
CHR1	CHR1	6925003	0.0116	0.0079	0.0056	406.4162	321.9292	1.4051	1.0518	302.3724	256.8279	1116	924	0.0069	0.0017	12	12	6925003	Belgium
CHR1	CHR1	6950010	0.0193	0.0071	0.0068	359.6841	365.6602	2.204	0.8089	233.5529	306.0255	862	1101	0.0072	0.0022	12	12	6950010	Belgium
CHR1	CHR1	6975005	0.0416	0.0086	0.0098	401.2876	467.6255	0.5476	0.3259	353.8516	433.6056	1306	1560	0.0099	0.0038	12	12	6975005	Belgium
CHR1	CHR1	7000002	0.0322	0.0138	0.0135	633.6111	631.9011	0.1458	0.5704	611.7893	555.6266	2258	1999	0.0145	0.0058	12	12	7000002	Belgium
CHR1	CHR1	7025000	0.0059	0.0154	0.0134	738.3813	672.0348	0.14	0.6563	713.9348	580.3644	2635	2088	0.0146	0.0062	12	12	7025000	Belgium
CHR1	CHR1	7049999	0.0033	0.0159	0.0126	769.231	676.5717	0.2557	0.2887	723.9597	632.6194	2672	2276	0.0143	0.0058	12	12	7049999	Belgium
CHR1	CHR1	7075003	0.0121	0.0163	0.0139	802.9434	736.807	0.3693	0.337	736.4231	681.539	2718	2452	0.0155	0.0061	12	12	7075003	Belgium
CHR1	CHR1	7099995	0.0107	0.0149	0.0127	748.739	690.1081	0.5344	0.5427	662.1847	610.3832	2444	2196	0.0141	0.0053	12	12	7099995	Belgium
CHR1	CHR1	7125005	0.0268	0.0133	0.0107	667.557	567.7496	0.5578	0.2402	587.4044	536.7259	2168	1931	0.0127	0.0051	12	12	7125005	Belgium
CHR1	CHR1	7149839	0.0379	0.0127	0.0113	566.5398	490.1535	0.5349	0.1223	500.9736	476.1323	1849	1713	0.0129	0.0051	12	12	7149839	Belgium
CHR1	CHR1	7175003	0.0291	0.0126	0.0119	473.1628	447.4559	0.2308	0.1996	447.8688	426.9347	1653	1536	0.013	0.0048	12	12	7175003	Belgium
CHR1	CHR1	7200021	0.0155	0.0167	0.0145	648.8683	580.0063	0.0376	0.15	642.9477	559.7959	2373	2014	0.0161	0.0077	12	12	7200021	Belgium
CHR1	CHR1	7225047	0.0125	0.018	0.0157	806.8888	730.138	0.2647	0.1489	757.8276	704.887	2797	2536	0.0173	0.0092	12	12	7225047	Belgium
CHR1	CHR1	7249995	0.0136	0.0154	0.0127	746.9525	666.4482	0.2756	0.0332	699.4633	661.1146	2612	2410	0.0145	0.0083	12	12	7249995	Belgium
CHR1	CHR1	7275007	0.0168	0.0155	0.0124	753.0262	670.0992	0.0784	0.1984	738.8616	639.5682	2727	2301	0.0144	0.007	12	12	7275007	Belgium
CHR1	CHR1	7299998	0.0129	0.0164	0.0134	792.7892	718.0504	0.1871	0.5736	758.0985	630.9517	2798	2270	0.0153	0.0052	12	12	7299998	Belgium
CHR1	CHR1	7325000	0.0041	0.0144	0.0115	710.7017	637.6701	0.1139	0.7509	691.4465	540.0613	2552	1943	0.0131	0.0058	12	12	7325000	Belgium
CHR1	CHR1	7350003	0.005	0.0143	0.0105	693.9537	567.1564	0.0918	0.6675	678.7122	488.6401	2505	1758	0.0125	0.0058	12	12	7350003	Belgium
CHR1	CHR1	7375003	0	0.0144	0.0104	700.0159	538.1192	0.2549	0.5491	658.9334	475.2984	2432	1710	0.0124	0.0046	12	12	7375003	Belgium
CHR1	CHR1	7399999	0	0.0143	0.0121	711.8765	611.0823	0.2978	0.5854	663.5394	535.6141	2449	1927	0.0131	0.0065	12	12	7399999	Belgium
CHR1	CHR1	7424994	0.007	0.0157	0.0131	708.5406	601.9731	0.3757	0.5172	648.9085	535.3361	2395	1926	0.0146	0.0089	12	12	7424994	Belgium
CHR1	CHR1	7449902	0.0124	0.0157	0.0125	584.9393	480.0864	0.2836	0.3966	547.2712	438.5891	1995	1556	0.0145	0.0083	12	12	7449902	Belgium
CHR1	CHR1	7475295	0.0077	0.0143	0.0122	602.8371	546.7196	0.1249	0.6214	584.9659	475.5764	2159	1711	0.0134	0.0053	12	12	7475295	Belgium
CHR1	CHR1	7499999	0.0056	0.013	0.0114	642.1943	603.4942	0.1748	0.5363	615.8534	534.5023	2273	1923	0.0123	0.0045	12	12	7499999	Belgium
CHR1	CHR1	7524842	0	0.0098	0.0089	451.4572	431.1817	0.5644	0.5702	396.6605	379.1269	1464	1364	0.0093	0.0043	12	12	7524842	Belgium
CHR1	CHR1	7549868	0	0.0117	0.0103	464.2147	436.8703	0.6092	0.7548	403.976	369.6766	1491	1330	0.0109	0.0052	12	12	7549868	Belgium
CHR1	CHR1	7575105	0.0115	0.0176	0.0142	699.0996	589.9036	0.5842	0.6312	612.2854	512.7208	2232	1819	0.0163	0.0078	12	12	7575105	Belgium
CHR1	CHR1	7600001	0.0263	0.018	0.0141	840.4197	679.0279	0.4237	0.7629	762.0649	573.6935	2778	2064	0.0169	0.0094	12	12	7600001	Belgium
CHR1	CHR1	7624996	0.0171	0.0161	0.0135	781.7662	678.8253	0.2028	0.4723	744.8223	609.5494	2749	2193	0.0153	0.0082	12	12	7624996	Belgium
CHR1	CHR1	7649437	0	0.0136	0.0108	465.2823	392.0485	0.1283	0.1072	451.1201	382.1844	1665	1375	0.0122	0.0063	12	12	7649437	Belgium
CHR1	CHR1	7676196	0	0.0131	0.0089	468.4513	330.4119	0.0237	-0.0355	465.751	333.2648	1719	1199	0.011	0.005	12	12	7676196	Belgium
CHR1	CHR1	7699998	0.017	0.0151	0.0125	739.8657	637.5855	0.0836	0.3923	725.0435	582.588	2676	2096	0.0143	0.0058	12	12	7699998	Belgium
CHR1	CHR1	7725005	0.0286	0.0161	0.0148	777.4679	745.2265	0.2631	0.7119	730.4623	636.2328	2696	2289	0.0164	0.0062	12	12	7725005	Belgium
CHR1	CHR1	7750002	0.031	0.0172	0.015	795.4743	703.9402	0.5967	0.71	694.156	601.2108	2562	2163	0.0171	0.0072	12	12	7750002	Belgium
CHR1	CHR1	7774917	0.0279	0.016	0.0132	718.9235	597.5939	0.7415	0.5171	608.538	531.4448	2246	1912	0.0154	0.0069	12	12	7774917	Belgium
CHR1	CHR1	7800630	0.0242	0.014	0.012	653.3018	575.5971	0.289	0.2305	610.1636	545.3424	2252	1962	0.0136	0.0062	12	12	7800630	Belgium
CHR1	CHR1	7825001	0.0378	0.0141	0.0136	680.9898	675.7099	0.3048	0.5149	633.7357	601.2108	2339	2163	0.0149	0.0065	12	12	7825001	Belgium
CHR1	CHR1	7849999	0.032	0.0151	0.0137	701.0596	668.5804	0.4498	0.7635	631.5681	564.7991	2331	2032	0.0153	0.0059	12	12	7849999	Belgium
CHR1	CHR1	7875002	0.0542	0.0153	0.0147	720.8655	729.0949	0.2748	0.5247	675.4609	647.3509	2493	2329	0.0167	0.0066	12	12	7875002	Belgium
CHR1	CHR1	7899976	0.0569	0.0162	0.0153	764.4478	719.2788	0.2306	0.3973	723.9342	657.0381	2639	2331	0.0176	0.007	12	12	7899976	Belgium
CHR1	CHR1	7924999	0.0227	0.0165	0.0139	724.4576	579.856	0.1386	0.3854	700.8912	531.0423	2555	1884	0.0159	0.0059	12	12	7924999	Belgium
CHR1	CHR1	7949997	0.0079	0.0169	0.0165	770.3341	760.6175	0.0268	0.3268	765.3568	705.165	2790	2537	0.0169	0.0077	12	12	7949997	Belgium
CHR1	CHR1	7974998	0.007	0.0178	0.0169	844.8178	852.7136	0.2096	0.3256	803.6169	790.7743	2966	2845	0.0176	0.0088	12	12	7974998	Belgium
CHR1	CHR1	7999999	0.0097	0.0171	0.0154	788.4143	739.4806	0.2096	0.2952	749.9702	690.4335	2768	2484	0.0166	0.0079	12	12	7999999	Belgium
CHR1	CHR1	8025000	0.0031	0.0164	0.0142	764.5798	691.0702	-0.0332	0.0806	770.8328	677.9257	2845	2439	0.0154	0.0075	12	12	8025000	Belgium
